transaction_id,customer_id,transaction_date,amount,payment_status,days_overdue,invoice_id
468,48,2023-08-18,6256.88,Paid,3,INV-48-202308
469,48,2023-09-18,6256.88,Paid,0,INV-48-202309
470,48,2023-10-18,6256.88,Paid,7,INV-48-202310
471,48,2023-11-18,6256.88,Paid,0,INV-48-202311
472,48,2023-12-18,6256.88,Paid,0,INV-48-202312
473,49,2023-09-20,6083.50,Late,0,INV-49-202309
474,49,2023-10-20,6083.50,Paid,0,INV-49-202310
475,49,2023-11-20,6083.50,Late,0,INV-49-202311
476,49,2023-12-20,6083.50,Paid,0,INV-49-202312
477,49,2024-01-20,6083.50,Paid,0,INV-49-202401
478,49,2024-02-20,6083.50,Paid,0,INV-49-202402
479,49,2024-03-20,6083.50,Paid,0,INV-49-202403
480,49,2024-04-20,6083.50,Paid,7,INV-49-202404
481,49,2024-05-20,6083.50,Paid,4,INV-49-202405
482,49,2024-06-20,6083.50,Paid,0,INV-49-202406
483,50,2023-10-15,5537.43,Late,0,INV-50-202310
484,50,2023-11-15,5537.43,Paid,0,INV-50-202311
485,50,2023-12-15,5537.43,Paid,0,INV-50-202312
486,50,2024-01-15,5537.43,Paid,0,INV-50-202401
487,50,2024-02-15,5537.43,Paid,0,INV-50-202402
488,50,2024-03-15,5537.43,Late,0,INV-50-202403
489,50,2024-04-15,5537.43,Paid,0,INV-50-202404
490,50,2024-05-15,5537.43,Paid,0,INV-50-202405
491,50,2024-06-15,5537.43,Late,0,INV-50-202406
492,50,2024-07-15,5537.43,Paid,9,INV-50-202407
493,51,2023-11-18,4067.29,Paid,0,INV-51-202311
494,51,2023-12-18,4067.29,Paid,0,INV-51-202312
495,51,2024-01-18,4067.29,Paid,0,INV-51-202401
496,51,2024-02-18,4067.29,Paid,0,INV-51-202402
497,51,2024-03-18,4067.29,Paid,0,INV-51-202403
498,51,2024-04-18,4067.29,Paid,0,INV-51-202404
499,51,2024-05-18,4067.29,Paid,0,INV-51-202405
500,51,2024-06-18,4067.29,Paid,0,INV-51-202406
501,51,2024-07-18,4067.29,Late,0,INV-51-202407
502,51,2024-08-18,4067.29,Paid,0,INV-51-202408
503,52,2023-12-12,6590.06,Paid,0,INV-52-202312
504,52,2024-01-12,6590.06,Paid,0,INV-52-202401
505,52,2024-02-12,6590.06,Paid,6,INV-52-202402
506,52,2024-03-12,6590.06,Paid,0,INV-52-202403
507,52,2024-04-12,6590.06,Paid,0,INV-52-202404
508,52,2024-05-12,6590.06,Paid,0,INV-52-202405
509,52,2024-06-12,6590.06,Paid,0,INV-52-202406
510,52,2024-07-12,6590.06,Paid,0,INV-52-202407
511,52,2024-08-12,6590.06,Paid,0,INV-52-202408
512,52,2024-09-12,6590.06,Paid,9,INV-52-202409
513,53,2024-01-15,6715.93,Paid,0,INV-53-202401
514,53,2024-02-15,6715.93,Paid,0,INV-53-202402
515,53,2024-03-15,6715.93,Paid,14,INV-53-202403
516,53,2024-04-15,6715.93,Paid,0,INV-53-202404
517,53,2024-05-15,6715.93,Paid,0,INV-53-202405
518,53,2024-06-15,6715.93,Paid,9,INV-53-202406
519,53,2024-07-15,6715.93,Late,0,INV-53-202407
520,53,2024-08-15,6715.93,Paid,12,INV-53-202408
521,53,2024-09-15,6715.93,Paid,0,INV-53-202409
522,53,2024-10-15,6715.93,Paid,0,INV-53-202410
523,54,2024-02-18,5769.60,Paid,0,INV-54-202402
524,54,2024-03-18,5769.60,Paid,0,INV-54-202403
525,54,2024-04-18,5769.60,Paid,0,INV-54-202404
526,54,2024-05-18,5769.60,Paid,0,INV-54-202405
527,54,2024-06-18,5769.60,Paid,0,INV-54-202406
528,54,2024-07-18,5769.60,Paid,0,INV-54-202407
529,54,2024-08-18,5769.60,Paid,0,INV-54-202408
530,54,2024-09-18,5769.60,Late,0,INV-54-202409
531,54,2024-10-18,5769.60,Late,0,INV-54-202410
532,54,2024-11-18,5769.60,Late,0,INV-54-202411
533,55,2024-03-20,4320.75,Paid,0,INV-55-202403
534,55,2024-04-20,4320.75,Paid,0,INV-55-202404
535,55,2024-05-20,4320.75,Paid,0,INV-55-202405
536,55,2024-06-20,4320.75,Paid,0,INV-55-202406
537,55,2024-07-20,4320.75,Paid,0,INV-55-202407
538,55,2024-08-20,4320.75,Paid,0,INV-55-202408
539,55,2024-09-20,4320.75,Paid,0,INV-55-202409
540,55,2024-10-20,4320.75,Paid,0,INV-55-202410
541,55,2024-11-20,4320.75,Paid,0,INV-55-202411
542,55,2024-12-20,4320.75,Late,0,INV-55-202412
543,56,2024-04-15,7188.00,Paid,0,INV-56-202404
544,56,2024-05-15,7188.00,Paid,0,INV-56-202405
545,56,2024-06-15,7188.00,Paid,0,INV-56-202406
546,56,2024-07-15,7188.00,Late,0,INV-56-202407
547,56,2024-08-15,7188.00,Paid,0,INV-56-202408
548,56,2024-09-15,7188.00,Paid,0,INV-56-202409
549,56,2024-10-15,7188.00,Paid,0,INV-56-202410
550,56,2024-11-15,7188.00,Late,0,INV-56-202411
551,56,2024-12-15,7188.00,Paid,0,INV-56-202412
552,56,2025-01-15,7188.00,Late,0,INV-56-202501
553,57,2024-05-18,5393.99,Paid,0,INV-57-202405
554,57,2024-06-18,5393.99,Paid,0,INV-57-202406
555,57,2024-07-18,5393.99,Paid,0,INV-57-202407
556,57,2024-08-18,5393.99,Paid,0,INV-57-202408
557,57,2024-09-18,5393.99,Late,0,INV-57-202409
558,57,2024-10-18,5393.99,Paid,9,INV-57-202410
559,57,2024-11-18,5393.99,Late,0,INV-57-202411
560,57,2024-12-18,5393.99,Paid,0,INV-57-202412
561,57,2025-01-18,5393.99,Late,0,INV-57-202501
562,57,2025-02-18,5393.99,Paid,0,INV-57-202502
563,58,2024-06-20,6447.73,Paid,0,INV-58-202406
564,58,2024-07-20,6447.73,Paid,0,INV-58-202407
565,58,2024-08-20,6447.73,Paid,9,INV-58-202408
566,58,2024-09-20,6447.73,Paid,0,INV-58-202409
567,58,2024-10-20,6447.73,Late,0,INV-58-202410
568,58,2024-11-20,6447.73,Paid,0,INV-58-202411
569,58,2024-12-20,6447.73,Paid,0,INV-58-202412
570,58,2025-01-20,6447.73,Late,0,INV-58-202501
571,58,2025-02-20,6447.73,Paid,5,INV-58-202502
572,58,2025-03-20,6447.73,Paid,5,INV-58-202503
573,59,2024-07-15,6367.76,Failed,12,INV-59-202407
574,59,2024-08-15,6367.76,Paid,0,INV-59-202408
575,59,2024-09-15,6367.76,Paid,0,INV-59-202409
576,59,2024-10-15,6367.76,Paid,0,INV-59-202410
577,59,2024-11-15,6367.76,Late,0,INV-59-202411
578,59,2024-12-15,6367.76,Paid,0,INV-59-202412
579,59,2025-01-15,6367.76,Paid,0,INV-59-202501
580,59,2025-02-15,6367.76,Paid,0,INV-59-202502
581,59,2025-03-15,6367.76,Paid,0,INV-59-202503
582,59,2025-04-15,6367.76,Paid,0,INV-59-202504
583,60,2024-08-18,3700.92,Paid,0,INV-60-202408
584,60,2024-09-18,3700.92,Paid,0,INV-60-202409
585,60,2024-10-18,3700.92,Paid,1,INV-60-202410
586,60,2024-11-18,3700.92,Paid,0,INV-60-202411
587,60,2024-12-18,3700.92,Paid,0,INV-60-202412
588,60,2025-01-18,3700.92,Paid,0,INV-60-202501
589,60,2025-02-18,3700.92,Paid,7,INV-60-202502
590,60,2025-03-18,3700.92,Paid,0,INV-60-202503
591,60,2025-04-18,3700.92,Paid,0,INV-60-202504
592,60,2025-05-18,3700.92,Paid,11,INV-60-202505
593,61,2023-02-28,5430.93,Paid,0,INV-61-202302
594,61,2023-03-28,5430.93,Paid,0,INV-61-202303
595,61,2023-04-28,5430.93,Paid,0,INV-61-202304
596,61,2023-05-28,5430.93,Paid,0,INV-61-202305
597,61,2023-06-28,5430.93,Paid,0,INV-61-202306
598,61,2023-07-28,5430.93,Paid,0,INV-61-202307
599,61,2023-08-28,5430.93,Paid,0,INV-61-202308
600,61,2023-09-28,5430.93,Paid,0,INV-61-202309
601,61,2023-10-28,5430.93,Paid,0,INV-61-202310
602,61,2023-11-28,5430.93,Paid,4,INV-61-202311
603,62,2023-03-30,5500.88,Failed,0,INV-62-202303
604,62,2023-04-30,5500.88,Paid,0,INV-62-202304
605,62,2023-05-30,5500.88,Paid,0,INV-62-202305
606,62,2023-06-30,5500.88,Failed,16,INV-62-202306
607,62,2023-07-30,5500.88,Failed,8,INV-62-202307
608,62,2023-08-30,5500.88,Failed,27,INV-62-202308
609,62,2023-09-30,5500.88,Failed,21,INV-62-202309
610,62,2023-10-30,5500.88,Pending,17,INV-62-202310
611,62,2023-11-30,5500.88,Pending,23,INV-62-202311
612,62,2023-12-30,5500.88,Failed,20,INV-62-202312
613,63,2023-04-28,4343.29,Paid,0,INV-63-202304
614,63,2023-05-28,4343.29,Paid,0,INV-63-202305
615,63,2023-06-28,4343.29,Paid,3,INV-63-202306
616,63,2023-07-28,4343.29,Paid,0,INV-63-202307
617,63,2023-08-28,4343.29,Paid,0,INV-63-202308
618,63,2023-09-28,4343.29,Paid,0,INV-63-202309
619,63,2023-10-28,4343.29,Paid,0,INV-63-202310
620,63,2023-11-28,4343.29,Paid,7,INV-63-202311
621,63,2023-12-28,4343.29,Paid,0,INV-63-202312
622,63,2024-01-28,4343.29,Late,0,INV-63-202401
623,64,2023-05-30,5314.05,Paid,0,INV-64-202305
624,64,2023-06-30,5314.05,Paid,0,INV-64-202306
625,64,2023-07-30,5314.05,Paid,0,INV-64-202307
626,64,2023-08-30,5314.05,Paid,0,INV-64-202308
627,64,2023-09-30,5314.05,Paid,0,INV-64-202309
628,64,2023-10-30,5314.05,Paid,0,INV-64-202310
629,64,2023-11-30,5314.05,Paid,0,INV-64-202311
630,64,2023-12-30,5314.05,Late,0,INV-64-202312
631,64,2024-01-30,5314.05,Paid,0,INV-64-202401
632,64,2024-02-29,5314.05,Paid,11,INV-64-202402
633,65,2023-06-28,6117.86,Paid,0,INV-65-202306
634,65,2023-07-28,6117.86,Paid,0,INV-65-202307
635,65,2023-08-28,6117.86,Paid,0,INV-65-202308
636,65,2023-09-28,6117.86,Paid,0,INV-65-202309
637,65,2023-10-28,6117.86,Paid,0,INV-65-202310
638,65,2023-11-28,6117.86,Paid,13,INV-65-202311
639,65,2023-12-28,6117.86,Paid,0,INV-65-202312
640,65,2024-01-28,6117.86,Paid,0,INV-65-202401
641,65,2024-02-28,6117.86,Paid,0,INV-65-202402
642,65,2024-03-28,6117.86,Late,0,INV-65-202403
643,66,2023-07-30,5988.60,Paid,7,INV-66-202307
644,66,2023-08-30,5988.60,Paid,0,INV-66-202308
645,66,2023-09-30,5988.60,Paid,0,INV-66-202309
646,66,2023-10-30,5988.60,Paid,0,INV-66-202310
647,66,2023-11-30,5988.60,Paid,0,INV-66-202311
648,66,2023-12-30,5988.60,Paid,0,INV-66-202312
649,66,2024-01-30,5988.60,Paid,0,INV-66-202401
650,66,2024-02-29,5988.60,Paid,0,INV-66-202402
651,66,2024-03-30,5988.60,Paid,0,INV-66-202403
652,66,2024-04-30,5988.60,Paid,0,INV-66-202404
653,67,2023-08-28,7542.50,Paid,7,INV-67-202308
654,67,2023-09-28,7542.50,Paid,0,INV-67-202309
655,67,2023-10-28,7542.50,Paid,0,INV-67-202310
656,67,2023-11-28,7542.50,Paid,0,INV-67-202311
657,67,2023-12-28,7542.50,Paid,0,INV-67-202312
658,67,2024-01-28,7542.50,Late,0,INV-67-202401
659,67,2024-02-28,7542.50,Paid,0,INV-67-202402
660,67,2024-03-28,7542.50,Paid,0,INV-67-202403
661,67,2024-04-28,7542.50,Paid,0,INV-67-202404
662,67,2024-05-28,7542.50,Paid,0,INV-67-202405
663,68,2023-09-30,3000.13,Paid,13,INV-68-202309
664,68,2023-10-30,3000.13,Paid,0,INV-68-202310
665,68,2023-11-30,3000.13,Paid,9,INV-68-202311
666,68,2023-12-30,3000.13,Paid,0,INV-68-202312
667,68,2024-01-30,3000.13,Paid,0,INV-68-202401
668,68,2024-02-29,3000.13,Paid,15,INV-68-202402
669,68,2024-03-30,3000.13,Paid,0,INV-68-202403
670,68,2024-04-30,3000.13,Pending,24,INV-68-202404
671,68,2024-05-30,3000.13,Failed,5,INV-68-202405
672,68,2024-06-30,3000.13,Late,11,INV-68-202406
673,69,2023-10-28,7466.89,Paid,0,INV-69-202310
674,69,2023-11-28,7466.89,Late,0,INV-69-202311
675,69,2023-12-28,7466.89,Late,0,INV-69-202312
676,69,2024-01-28,7466.89,Paid,0,INV-69-202401
677,69,2024-02-28,7466.89,Paid,9,INV-69-202402
678,69,2024-03-28,7466.89,Paid,0,INV-69-202403
679,69,2024-04-28,7466.89,Paid,0,INV-69-202404
680,69,2024-05-28,7466.89,Late,0,INV-69-202405
681,69,2024-06-28,7466.89,Paid,0,INV-69-202406
682,69,2024-07-28,7466.89,Paid,0,INV-69-202407
683,70,2023-11-30,6859.40,Paid,0,INV-70-202311
684,70,2023-12-30,6859.40,Paid,0,INV-70-202312
685,70,2024-01-30,6859.40,Late,0,INV-70-202401
686,70,2024-02-29,6859.40,Paid,0,INV-70-202402
687,70,2024-03-30,6859.40,Paid,0,INV-70-202403
688,70,2024-04-30,6859.40,Paid,0,INV-70-202404
689,70,2024-05-30,6859.40,Paid,0,INV-70-202405
690,70,2024-06-30,6859.40,Paid,0,INV-70-202406
691,70,2024-07-30,6859.40,Late,0,INV-70-202407
692,70,2024-08-30,6859.40,Paid,11,INV-70-202408
693,71,2023-12-28,4971.37,Paid,0,INV-71-202312
694,71,2024-01-28,4971.37,Paid,0,INV-71-202401
695,71,2024-02-28,4971.37,Paid,0,INV-71-202402
696,71,2024-03-28,4971.37,Paid,0,INV-71-202403
697,71,2024-04-28,4971.37,Paid,0,INV-71-202404
698,71,2024-05-28,4971.37,Paid,0,INV-71-202405
699,71,2024-06-28,4971.37,Paid,0,INV-71-202406
700,71,2024-07-28,4971.37,Paid,0,INV-71-202407
701,71,2024-08-28,4971.37,Paid,0,INV-71-202408
702,71,2024-09-28,4971.37,Paid,0,INV-71-202409
703,72,2024-01-30,7658.99,Paid,0,INV-72-202401
704,72,2024-02-29,7658.99,Paid,0,INV-72-202402
705,72,2024-03-30,7658.99,Paid,15,INV-72-202403
706,72,2024-04-30,7658.99,Paid,11,INV-72-202404
707,72,2024-05-30,7658.99,Paid,0,INV-72-202405
708,72,2024-06-30,7658.99,Paid,2,INV-72-202406
709,72,2024-07-30,7658.99,Paid,0,INV-72-202407
710,72,2024-08-30,7658.99,Paid,0,INV-72-202408
711,72,2024-09-30,7658.99,Paid,0,INV-72-202409
712,72,2024-10-30,7658.99,Paid,7,INV-72-202410
713,73,2024-02-28,7068.87,Paid,0,INV-73-202402
714,73,2024-03-28,7068.87,Paid,0,INV-73-202403
715,73,2024-04-28,7068.87,Paid,1,INV-73-202404
716,73,2024-05-28,7068.87,Late,0,INV-73-202405
717,73,2024-06-28,7068.87,Paid,0,INV-73-202406
718,73,2024-07-28,7068.87,Paid,0,INV-73-202407
719,73,2024-08-28,7068.87,Late,0,INV-73-202408
720,73,2024-09-28,7068.87,Paid,0,INV-73-202409
721,73,2024-10-28,7068.87,Late,0,INV-73-202410
722,73,2024-11-28,7068.87,Paid,0,INV-73-202411
723,74,2024-03-30,5106.43,Paid,4,INV-74-202403
724,74,2024-04-30,5106.43,Paid,4,INV-74-202404
725,74,2024-05-30,5106.43,Paid,0,INV-74-202405
726,74,2024-06-30,5106.43,Paid,0,INV-74-202406
727,74,2024-07-30,5106.43,Paid,0,INV-74-202407
728,74,2024-08-30,5106.43,Paid,3,INV-74-202408
729,74,2024-09-30,5106.43,Paid,13,INV-74-202409
730,74,2024-10-30,5106.43,Paid,0,INV-74-202410
731,74,2024-11-30,5106.43,Late,14,INV-74-202411
732,74,2024-12-30,5106.43,Pending,8,INV-74-202412
733,75,2024-04-28,7240.99,Late,0,INV-75-202404
734,75,2024-05-28,7240.99,Paid,0,INV-75-202405
735,75,2024-06-28,7240.99,Paid,0,INV-75-202406
736,75,2024-07-28,7240.99,Late,0,INV-75-202407
737,75,2024-08-28,7240.99,Paid,0,INV-75-202408
738,75,2024-09-28,7240.99,Paid,0,INV-75-202409
739,75,2024-10-28,7240.99,Late,0,INV-75-202410
740,75,2024-11-28,7240.99,Paid,0,INV-75-202411
741,75,2024-12-28,7240.99,Paid,0,INV-75-202412
742,75,2025-01-28,7240.99,Paid,7,INV-75-202501
743,76,2024-05-30,3056.59,Late,0,INV-76-202405
744,76,2024-06-30,3056.59,Paid,0,INV-76-202406
745,76,2024-07-30,3056.59,Paid,0,INV-76-202407
746,76,2024-08-30,3056.59,Paid,0,INV-76-202408
747,76,2024-09-30,3056.59,Paid,0,INV-76-202409
748,76,2024-10-30,3056.59,Late,0,INV-76-202410
749,76,2024-11-30,3056.59,Paid,0,INV-76-202411
750,76,2024-12-30,3056.59,Paid,0,INV-76-202412
751,76,2025-01-30,3056.59,Paid,0,INV-76-202501
752,76,2025-02-28,3056.59,Paid,0,INV-76-202502
753,77,2024-06-28,5594.21,Paid,0,INV-77-202406
754,77,2024-07-28,5594.21,Paid,0,INV-77-202407
755,77,2024-08-28,5594.21,Paid,2,INV-77-202408
756,77,2024-09-28,5594.21,Paid,15,INV-77-202409
757,77,2024-10-28,5594.21,Paid,0,INV-77-202410
758,77,2024-11-28,5594.21,Paid,0,INV-77-202411
759,77,2024-12-28,5594.21,Paid,0,INV-77-202412
760,77,2025-01-28,5594.21,Late,0,INV-77-202501
761,77,2025-02-28,5594.21,Late,0,INV-77-202502
762,77,2025-03-28,5594.21,Paid,0,INV-77-202503
763,78,2024-07-30,7849.14,Paid,0,INV-78-202407
764,78,2024-08-30,7849.14,Paid,0,INV-78-202408
765,78,2024-09-30,7849.14,Paid,0,INV-78-202409
766,78,2024-10-30,7849.14,Paid,0,INV-78-202410
767,78,2024-11-30,7849.14,Paid,0,INV-78-202411
768,78,2024-12-30,7849.14,Paid,0,INV-78-202412
769,78,2025-01-30,7849.14,Paid,4,INV-78-202501
770,78,2025-02-28,7849.14,Paid,0,INV-78-202502
771,78,2025-03-30,7849.14,Paid,0,INV-78-202503
772,78,2025-04-30,7849.14,Paid,0,INV-78-202504
773,79,2024-08-28,5859.64,Paid,0,INV-79-202408
774,79,2024-09-28,5859.64,Paid,9,INV-79-202409
775,79,2024-10-28,5859.64,Paid,0,INV-79-202410
776,79,2024-11-28,5859.64,Paid,0,INV-79-202411
777,79,2024-12-28,5859.64,Paid,0,INV-79-202412
778,79,2025-01-28,5859.64,Late,0,INV-79-202501
779,79,2025-02-28,5859.64,Paid,0,INV-79-202502
780,79,2025-03-28,5859.64,Late,0,INV-79-202503
781,79,2025-04-28,5859.64,Paid,0,INV-79-202504
782,79,2025-05-28,5859.64,Paid,0,INV-79-202505
783,80,2024-09-15,4292.49,Paid,0,INV-80-202409
784,80,2024-10-15,4292.49,Paid,0,INV-80-202410
785,80,2024-11-15,4292.49,Paid,0,INV-80-202411
786,80,2024-12-15,4292.49,Late,0,INV-80-202412
787,80,2025-01-15,4292.49,Late,0,INV-80-202501
788,80,2025-02-15,4292.49,Paid,0,INV-80-202502
789,80,2025-03-15,4292.49,Paid,0,INV-80-202503
790,80,2025-04-15,4292.49,Paid,0,INV-80-202504
791,80,2025-05-15,4292.49,Paid,0,INV-80-202505
792,80,2025-06-15,4292.49,Paid,0,INV-80-202506
793,81,2023-01-10,1183.29,Paid,0,INV-81-202301
794,81,2023-01-10,199.00,Paid,0,INV-81-202301
795,81,2023-02-10,1183.29,Paid,0,INV-81-202302
796,81,2023-02-10,199.00,Paid,8,INV-81-202302
797,81,2023-03-10,1183.29,Paid,0,INV-81-202303
798,81,2023-03-10,199.00,Paid,0,INV-81-202303
799,81,2023-04-10,1183.29,Paid,0,INV-81-202304
800,81,2023-04-10,199.00,Paid,0,INV-81-202304
801,81,2023-05-10,1183.29,Paid,0,INV-81-202305
802,81,2023-05-10,199.00,Paid,0,INV-81-202305
803,81,2023-06-10,1183.29,Paid,0,INV-81-202306
804,81,2023-06-10,199.00,Paid,0,INV-81-202306
805,81,2023-07-10,1183.29,Paid,0,INV-81-202307
806,81,2023-07-10,199.00,Paid,0,INV-81-202307
807,81,2023-08-10,1183.29,Paid,0,INV-81-202308
808,81,2023-08-10,199.00,Paid,0,INV-81-202308
809,81,2023-09-10,1183.29,Paid,0,INV-81-202309
810,81,2023-09-10,199.00,Paid,0,INV-81-202309
811,81,2023-10-10,1183.29,Late,5,INV-81-202310
812,81,2023-10-10,199.00,Paid,0,INV-81-202310
813,82,2023-01-18,860.20,Paid,0,INV-82-202301
814,82,2023-02-18,860.20,Paid,0,INV-82-202302
815,82,2023-03-18,860.20,Paid,0,INV-82-202303
816,82,2023-04-18,860.20,Late,24,INV-82-202304
817,82,2023-05-18,860.20,Late,16,INV-82-202305
818,82,2023-06-18,860.20,Late,13,INV-82-202306
819,82,2023-07-18,860.20,Late,9,INV-82-202307
820,82,2023-08-18,860.20,Late,22,INV-82-202308
821,82,2023-09-18,860.20,Failed,18,INV-82-202309
822,82,2023-10-18,860.20,Failed,24,INV-82-202310
823,83,2023-02-08,1684.69,Paid,0,INV-83-202302
824,83,2023-03-08,1684.69,Paid,0,INV-83-202303
825,83,2023-04-08,1684.69,Paid,0,INV-83-202304
826,83,2023-05-08,1684.69,Late,0,INV-83-202305
827,83,2023-06-08,1684.69,Paid,0,INV-83-202306
828,83,2023-07-08,1684.69,Paid,0,INV-83-202307
829,83,2023-08-08,1684.69,Paid,0,INV-83-202308
830,83,2023-09-08,1684.69,Paid,0,INV-83-202309
831,83,2023-10-08,1684.69,Paid,0,INV-83-202310
832,83,2023-11-08,1684.69,Paid,0,INV-83-202311
833,84,2023-02-20,1552.39,Paid,0,INV-84-202302
834,84,2023-03-20,1552.39,Paid,0,INV-84-202303
835,84,2023-04-20,1552.39,Paid,0,INV-84-202304
836,84,2023-05-20,1552.39,Paid,14,INV-84-202305
837,84,2023-06-20,1552.39,Paid,0,INV-84-202306
838,84,2023-07-20,1552.39,Paid,0,INV-84-202307
839,84,2023-08-20,1552.39,Paid,0,INV-84-202308
840,84,2023-09-20,1552.39,Paid,0,INV-84-202309
841,84,2023-10-20,1552.39,Paid,0,INV-84-202310
842,84,2023-11-20,1552.39,Paid,0,INV-84-202311
843,85,2023-03-12,1879.59,Paid,0,INV-85-202303
844,85,2023-04-12,1879.59,Paid,0,INV-85-202304
845,85,2023-05-12,1879.59,Paid,0,INV-85-202305
846,85,2023-06-12,1879.59,Paid,0,INV-85-202306
847,85,2023-07-12,1879.59,Paid,0,INV-85-202307
848,85,2023-08-12,1879.59,Paid,0,INV-85-202308
849,85,2023-09-12,1879.59,Paid,0,INV-85-202309
850,85,2023-10-12,1879.59,Late,0,INV-85-202310
851,85,2023-11-12,1879.59,Paid,0,INV-85-202311
852,85,2023-12-12,1879.59,Paid,0,INV-85-202312
853,86,2023-03-28,994.09,Paid,3,INV-86-202303
854,86,2023-03-28,199.00,Paid,0,INV-86-202303
855,86,2023-04-28,994.09,Paid,0,INV-86-202304
856,86,2023-04-28,199.00,Paid,0,INV-86-202304
857,86,2023-05-28,994.09,Paid,0,INV-86-202305
858,86,2023-05-28,199.00,Late,9,INV-86-202305
859,86,2023-06-28,994.09,Paid,0,INV-86-202306
860,86,2023-06-28,199.00,Paid,11,INV-86-202306
861,86,2023-07-28,994.09,Paid,0,INV-86-202307
862,86,2023-07-28,199.00,Paid,0,INV-86-202307
863,86,2023-08-28,994.09,Late,0,INV-86-202308
864,86,2023-08-28,199.00,Paid,0,INV-86-202308
865,86,2023-09-28,994.09,Paid,0,INV-86-202309
866,86,2023-09-28,199.00,Paid,0,INV-86-202309
867,86,2023-10-28,994.09,Paid,0,INV-86-202310
868,86,2023-10-28,199.00,Late,0,INV-86-202310
869,86,2023-11-28,994.09,Paid,0,INV-86-202311
870,86,2023-11-28,199.00,Paid,0,INV-86-202311
871,86,2023-12-28,994.09,Paid,0,INV-86-202312
872,86,2023-12-28,199.00,Paid,0,INV-86-202312
873,87,2023-04-10,1117.65,Paid,0,INV-87-202304
874,87,2023-04-10,199.00,Paid,0,INV-87-202304
875,87,2023-05-10,1117.65,Paid,0,INV-87-202305
876,87,2023-05-10,199.00,Paid,0,INV-87-202305
877,87,2023-06-10,1117.65,Paid,0,INV-87-202306
878,87,2023-06-10,199.00,Paid,0,INV-87-202306
879,87,2023-07-10,1117.65,Late,0,INV-87-202307
880,87,2023-07-10,199.00,Failed,0,INV-87-202307
881,87,2023-08-10,1117.65,Paid,0,INV-87-202308
882,87,2023-08-10,199.00,Paid,0,INV-87-202308
883,87,2023-09-10,1117.65,Paid,8,INV-87-202309
884,87,2023-09-10,199.00,Paid,0,INV-87-202309
885,87,2023-10-10,199.00,Paid,0,INV-87-202310
886,87,2023-11-10,199.00,Paid,0,INV-87-202311
887,87,2023-12-10,199.00,Late,0,INV-87-202312
888,87,2024-01-10,199.00,Paid,0,INV-87-202401
889,88,2023-04-25,1267.39,Paid,0,INV-88-202304
890,88,2023-04-25,199.00,Paid,0,INV-88-202304
891,88,2023-05-25,1267.39,Paid,0,INV-88-202305
892,88,2023-05-25,199.00,Late,0,INV-88-202305
893,88,2023-06-25,1267.39,Late,0,INV-88-202306
894,88,2023-06-25,199.00,Paid,0,INV-88-202306
895,88,2023-07-25,1267.39,Paid,0,INV-88-202307
896,88,2023-07-25,199.00,Paid,0,INV-88-202307
897,88,2023-08-25,1267.39,Paid,0,INV-88-202308
898,88,2023-08-25,199.00,Paid,0,INV-88-202308
899,88,2023-09-25,1267.39,Late,0,INV-88-202309
900,88,2023-09-25,199.00,Paid,0,INV-88-202309
901,88,2023-10-25,1267.39,Paid,0,INV-88-202310
902,88,2023-10-25,199.00,Late,0,INV-88-202310
903,88,2023-11-25,1267.39,Late,3,INV-88-202311
904,88,2023-11-25,199.00,Late,0,INV-88-202311
905,88,2023-12-25,1267.39,Paid,0,INV-88-202312
906,88,2023-12-25,199.00,Late,0,INV-88-202312
907,88,2024-01-25,1267.39,Paid,0,INV-88-202401
908,88,2024-01-25,199.00,Late,2,INV-88-202401
909,89,2023-05-15,1256.86,Paid,0,INV-89-202305
910,89,2023-06-15,1256.86,Paid,7,INV-89-202306
911,89,2023-07-15,1256.86,Paid,11,INV-89-202307
912,89,2023-08-15,1256.86,Paid,0,INV-89-202308
913,89,2023-09-15,1256.86,Paid,0,INV-89-202309
914,89,2023-10-15,1256.86,Paid,0,INV-89-202310
915,89,2023-11-15,1256.86,Paid,0,INV-89-202311
916,89,2023-12-15,1256.86,Paid,0,INV-89-202312
917,89,2024-01-15,1256.86,Paid,0,INV-89-202401
918,89,2024-02-15,1256.86,Late,0,INV-89-202402
919,90,2023-05-30,1113.25,Paid,14,INV-90-202305
920,90,2023-05-30,199.00,Paid,0,INV-90-202305
921,90,2023-06-30,1113.25,Paid,0,INV-90-202306
922,90,2023-06-30,199.00,Paid,13,INV-90-202306
923,90,2023-07-30,1113.25,Paid,0,INV-90-202307
924,90,2023-07-30,199.00,Paid,8,INV-90-202307
925,90,2023-08-30,1113.25,Paid,0,INV-90-202308
926,90,2023-08-30,199.00,Paid,0,INV-90-202308
927,90,2023-09-30,1113.25,Paid,0,INV-90-202309
928,90,2023-09-30,199.00,Paid,0,INV-90-202309
929,90,2023-10-30,1113.25,Paid,0,INV-90-202310
930,90,2023-10-30,199.00,Paid,0,INV-90-202310
931,90,2023-11-30,1113.25,Paid,8,INV-90-202311
932,90,2023-11-30,199.00,Paid,0,INV-90-202311
933,90,2023-12-30,1113.25,Paid,0,INV-90-202312
934,90,2023-12-30,199.00,Paid,0,INV-90-202312
935,90,2024-01-30,1113.25,Paid,0,INV-90-202401
936,90,2024-01-30,199.00,Paid,0,INV-90-202401
